what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262824810
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262861224
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290262861261
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262861941
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262863187
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.DebugLast",1290262863208
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1290262863610
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262864370
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262883183
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262883922
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262886560
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1290262886692
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290262886718
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290262886950
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1290262890639
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1290262891174
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1290262891593
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.StepOver",1290262892736
opened,editor,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1290262894371
activated,editor,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1290262894401
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.Resume",1290262896270
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262897634
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262900459
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262900930
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290262902866
