what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1291061918261
started,bundle,net.rim.ejde,1.1.2.201004161203-16,"net.rim.ejde",1291061918261
os,sysinfo,,,"win32",1291061918264
arch,sysinfo,,,"x86",1291061918264
ws,sysinfo,,,"win32",1291061918264
locale,sysinfo,,,"en_GB",1291061918264
processors,sysinfo,,,"4",1291061918264
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1291061918264
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1291061918264
java.specification.name,sysinfo,,,"Java Platform API Specification",1291061918264
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291061918264
java.specification.version,sysinfo,,,"1.6",1291061918264
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1291061918264
java.version,sysinfo,,,"1.6.0_22",1291061918264
java.vm.info,sysinfo,,,"mixed mode",1291061918264
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1291061918264
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291061918264
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291061918264
java.vm.specification.version,sysinfo,,,"1.0",1291061918264
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1291061918264
java.vm.version,sysinfo,,,"17.1-b03",1291061918264
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1291062099653
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,"org.eclipse.wst.sse.core",1291062099865
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1291062103436
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1291062103516
